3,1,2014-09-16 00:00:03,46.81006,-92.08174,51,S,1
3,2,2014-09-16 00:00:06,46.81006,-92.08174,13,NE,1
3,3,2014-09-16 00:00:09,46.81006,-92.08174,48,NE,1
3,4,2014-09-16 00:00:12,46.81006,-92.08174,30,W,1
3,5,2014-09-16 00:00:15,46.81006,-92.08174,47,S,1
3,6,2014-09-16 00:00:18,46.81006,-92.08174,9,S,1
3,7,2014-09-16 00:00:21,46.81006,-92.08174,53,N,1
3,8,2014-09-16 00:00:24,46.81006,-92.08174,63,SW,1
3,9,2014-09-16 00:00:27,46.81006,-92.08174,4,NE,1
3,10,2014-09-16 00:00:30,46.81006,-92.08174,31,N,1
3,11,2014-09-16 00:00:33,46.81006,-92.08174,47,NW,1
3,12,2014-09-16 00:00:36,46.81006,-92.08174,40,N,1
3,13,2014-09-16 00:00:39,46.81006,-92.08174,36,SE,1
3,14,2014-09-16 00:00:42,46.81006,-92.08174,54,SE,1
3,15,2014-09-16 00:00:45,46.81006,-92.08174,55,NE,1
3,16,2014-09-16 00:00:48,46.81006,-92.08174,26,W,1
3,17,2014-09-16 00:00:51,46.81006,-92.08174,57,NE,1
3,18,2014-09-16 00:00:54,46.81006,-92.08174,43,W,1
3,19,2014-09-16 00:00:57,46.81006,-92.08174,5,NE,1
3,20,2014-09-16 00:01:00,46.81006,-92.08174,29,NW,1
3,21,2014-09-16 00:01:03,46.81006,-92.08174,50,NW,1
3,22,2014-09-16 00:01:06,46.81006,-92.08174,47,E,1
3,23,2014-09-16 00:01:09,46.81006,-92.08174,57,W,1
3,24,2014-09-16 00:01:12,46.81006,-92.08174,5,NW,1
3,25,2014-09-16 00:01:15,46.81006,-92.08174,60,NE,1
3,26,2014-09-16 00:01:18,46.81006,-92.08174,7,S,1
3,27,2014-09-16 00:01:21,46.81006,-92.08174,3,W,1
3,28,2014-09-16 00:01:24,46.81006,-92.08174,21,S,1
3,29,2014-09-16 00:01:27,46.81006,-92.08174,41,NE,1
3,30,2014-09-16 00:01:30,46.81006,-92.08174,34,NW,1
