26/07/2016,17:31,AzureAndChill,this is not a gif https://t.co/Jn19Y0yIBg
26/07/2016,04:49,AzureAndChill,@Data4Bots you at TR this week?
26/07/2016,11:35,Data4Bots,"@AzureAndChill nah, ill go next summer 😎"
22/07/2016,19:23,AzureAndChill,"If you ever deal with spatial types, MSSQL's ReorientObject() is your friend"
22/07/2016,03:27,AzureAndChill,"RT @AdamRhew: In 1958, the NBA pulled games from Charlotte because of Jim Crow laws here.  (h/t @loumoore12) https://t.co/zgiNU4auvv"
20/07/2016,15:10,AzureAndChill,:( https://t.co/jruztEPZh0
20/07/2016,04:43,AzureAndChill,RT @gossmanster: We've opened up the REST API guidelines we use internally at Microsoft. https://t.co/ysf2Ylluxj
20/07/2016,03:19,AzureAndChill,RT @TheDailyShow: 👀 https://t.co/QEftnTTwy3
20/07/2016,02:48,AzureAndChill,RT @BradThor: Watch for the facepalm from the South Dakota delegate when his state's votes for Trump are announced #RNCinCLE https://t.co/X…
19/07/2016,12:31,AzureAndChill,Colbert was on Colbert last night and it was the greatest five minutes of television since television began: https://t.co/jSUkQAO5Zg
18/07/2016,19:24,AzureAndChill,@gcaughey mine is running really hot and dead by lunch. But no clear reason why :/
18/07/2016,13:14,AzureAndChill,@bebken iot...big dollars
18/07/2016,12:43,bebken,@AzureAndChill wow!
18/07/2016,12:36,AzureAndChill,RT @thurrott: SoftBank to Buy ARM for $32 Billion - https://t.co/ldzleboV3N https://t.co/o0iqcWPAMo
16/07/2016,23:13,AzureAndChill,@AFitzpatrick1 Was waiting to switch since @att said gig fiber would be on our street four months ago but still nothing
16/07/2016,21:45,AzureAndChill,@AFitzpatrick1 @TWC what are they raising them to? Just got a thing in the mail for 300mbps and TV for ~120. Pay $80 now for only 300mbps
16/07/2016,22:39,AFitzpatrick1,@AzureAndChill @TWC I PM'd @TWC_Help but they couldn't help. I tried TWC online chat. They couldn't help. Hello @GoogleFiber
16/07/2016,01:32,AzureAndChill,"RT @CardinalNow: #ConnectwithCardinal at Tampa Code Camp tomorrow, 7/16! Stop by and say hi and catch presentations by @KeithWood_CSG &amp; @Ja…"
15/07/2016,12:48,AzureAndChill,"@maryjofoley @gadgetmg @thurrott and before ECS there was Intune with Software Assurance. $6/mo for Enterprise &amp; Intune. Like, 3+ years ago"
15/07/2016,12:49,maryjofoley,"@AzureAndChill @gadgetmg yes. for enterprise users, there have been various subscription plans for a while related to Windows"
15/07/2016,12:43,AzureAndChill,RT @BuildAzure: Azure Infographic: Cloud Design Patterns https://t.co/zpMQ3XhtSr https://t.co/kJ3WT3PGWX
13/07/2016,20:37,AzureCLT,@AzureAndChill will you be my friend.   I need friends.
12/07/2016,01:53,AzureAndChill,RT @ITredux: GE's Internet-of-Things Platform to Run on Microsoft's Cloud - Wall Street Journal https://t.co/mSRSP8hmdZ #iot #m2m
10/07/2016,21:25,kellydjones,@nitetrane @AzureAndChill That's good to see!
10/07/2016,21:19,nitetrane,@AzureAndChill @kellydjones Look at the profit numbers!!! https://t.co/PI4B7wNqEl
09/07/2016,03:03,AzureAndChill,RT @CLTAirport: #CLT loading bridge and conveyor tech Brandon Jackson caught this photo of tonight's storm. https://t.co/3cz9vfVEOX
08/07/2016,01:06,AzureAndChill,I wrote a silly article a while back about cloud patterns and toddlers https://t.co/gFrMiMvBAs #azure #cloudpatterns
08/07/2016,01:44,DWTrump,@AzureAndChill Fred!
07/07/2016,22:40,AzureAndChill,@EricThomasWBTV why do lines of storms like that seem to split around clt? Heat from the concrete jungle? Some sort of geological feature?
07/07/2016,23:09,EricThomasWBTV,@AzureAndChill just a random act of nature this time. They don't always. If anything the Heat from the urban Island can enhance storms.
06/07/2016,14:44,AzureAndChill,RT @Data4Bots: Running Docker Container on Azure Batch https://t.co/gYvUBvVes0
05/07/2016,19:28,AzureAndChill,@jayweisberger me at lunch https://t.co/S6WWrIeF9b
05/07/2016,17:28,AzureAndChill,@jayweisberger *ahem* https://t.co/DHxaeiKJqJ
05/07/2016,17:41,jayweisberger,"@AzureAndChill so uh... Warm, yeah?"
05/07/2016,14:58,AzureAndChill,@C_Callaway @DWTrump  https://t.co/XJSwwGOusS
05/07/2016,01:55,AzureAndChill,Hey @jayweisberger I'll be left-coasting last week of july
05/07/2016,02:01,jayweisberger,@AzureAndChill well then we're hanging out.
04/07/2016,03:26,AzureAndChill,"@SwiftOnSecurity yes, but most of the thinking is spent figuring out honda's audio system"
03/07/2016,12:45,AzureAndChill,RT @GlennF: The Internet of Stings https://t.co/3xCc4cwDl4
01/07/2016,18:27,AzureAndChill,@MaryWehring @JeffJacksonNC you and me both
01/07/2016,17:58,AzureAndChill,😳 cc: @PuttznAround https://t.co/DcB2h1kFYv
29/06/2016,15:31,AzureAndChill,#nowplaying https://t.co/AYWN8BDVCs
28/06/2016,22:23,AzureAndChill,RT @DrPizza: facepalm https://t.co/z5enpP6Ojy
28/06/2016,22:21,AzureAndChill,😑 the best feature of the anniversary update and it's dead  @donasarkar #WindowsInsiders https://t.co/lT0wNuRIUf
28/06/2016,03:22,AzureAndChill,Great idea! Lets make this fatal-if-swallowed thing look just like a delicious thing! wtf @discoverrb cc @AskHershey https://t.co/9zTfO4rfxq
28/06/2016,01:04,AzureAndChill,RT @ianbremmer: Robot flying a flight simulator. Definition of absolutely nothing being accomplished. https://t.co/B5zeT9JY9c
28/06/2016,00:19,AzureAndChill,RT @JoeIngeno: Machine Learning Advice for Developers https://t.co/1oPWnpNdGR @theAlexLavin @ThePracticalDev
27/06/2016,03:36,AzureAndChill,RT @SwiftOnSecurity: Hospital InfoSec study found one hospital paid junior staffer to walk around hitting spacebars to avoid auto-logouts h…
25/06/2016,16:18,AzureAndChill,@edbott comic sans really reinforces a message of such gravity
25/06/2016,16:19,edbott,"@AzureAndChill That was my favorite part, tbh"
24/06/2016,21:01,AzureAndChill,"RT @JeremyClarkson: Right. We should have 24 hours of despair and moaning, and then we will all have to roll up our sleeves and make this s…"
24/06/2016,11:19,AzureAndChill,RT @LondonEconomic: The UK is no longer the world's 5th largest economy. The £ has fallen so far that France has overtaken us. #EUref
20/06/2016,02:58,AzureAndChill,RT @SportsNation: When you fall short after the best regular season of all time https://t.co/VRI1Da0lcw
19/06/2016,13:54,AzureAndChill,RT @Andre_Lotterer: Omg. I though we had a bad day @24hoursoflemans but what happened to Toyota was just saddest thing I ever saw. Win was…
19/06/2016,13:22,AzureAndChill,RT @bypatrickgeorge: This is the most heartbreaking thing I've ever seen. #LeMans24
19/06/2016,13:22,AzureAndChill,"RT @ollyjarvis: Absolutely gutted for @Toyota_Hybrid, @antdavidson etc. Can't believe it!!!"
19/06/2016,01:21,AzureAndChill,So @Uverse says to switch to latino package to pay less than $165/mo for just TV...but no one in our house habla esp. Hurry up @googlefiber
18/06/2016,18:50,AzureAndChill,RT @newsycbot: Systems Programming in C# by Joe Duffy https://t.co/ciVYMuEPJG (cmts https://t.co/mFUFaBxLuG)
18/06/2016,16:45,AzureAndChill,"RT @joepie91: Geez, Now Internet Insurance? https://t.co/LbFWGQnxRm"
17/06/2016,23:39,AzureAndChill,this feels like a challenge i am equipped for https://t.co/2FpoZl9iwx
17/06/2016,23:35,AzureAndChill,The best way to watch #LeMans24  https://t.co/cdyuSXD5y7
17/06/2016,00:10,AzureAndChill,"RT @msdsug: Have you tried the hands-on, #machinelearning labs we have on @github yet? https://t.co/c3mqOMk6to https://t.co/5VPEnmAMyY"
14/06/2016,22:14,AzureAndChill,cleaned out an old storage shed today and found some old classics https://t.co/3JPyLFzHpX
14/06/2016,17:19,AzureAndChill,"No biggie, just a username + password in clear text in the URL for a *camera in your house* o_O #InfoSec https://t.co/Ewd4dHCEP8"
13/06/2016,18:44,AzureAndChill,emojify and bigger messages? is this so grandparents can text their grandchildren?
13/06/2016,18:24,AzureAndChill,#nowplaying https://t.co/KUVEqWDR1s
12/06/2016,17:41,AzureAndChill,Went outside today #ncwx https://t.co/KtMdswHUC5
12/06/2016,17:06,AzureAndChill,RT @robwhisman: this kid fell into a manhole in my town when i was younger. my town didn't pray about the manhole. they put a fucking manho…
12/06/2016,13:00,DWTrump,@C_Callaway @AzureAndChill  https://t.co/sIAq6Qki27
12/06/2016,01:40,AzureAndChill,RT @SStossel: Um.... https://t.co/n9PF6JXN1N
11/06/2016,19:52,DWTrump,Bank of America and Microsoft’s Wallet 2.0 enables NFC payments on Windows 10 Mobile https://t.co/bw8FLYNttI @AzureAndChill
11/06/2016,17:01,AzureAndChill,"Paging @C_Callaway Florida Man causes crash, shakes bottle of rum at authorities https://t.co/mY7xvPA2F4"
11/06/2016,15:01,DWTrump,"Microsoft Aware can help police depts around the world operate effectively https://t.co/7S3dd38db1 @C_Callaway @AzureAndChill Cool, eh?"
10/06/2016,13:01,AzureAndChill,There are dozens of posts bitching about *preventing* the Windows 10 update but no guidance on how to push it with Intune... ... ... -_-
10/06/2016,00:49,AzureAndChill,FreeBSD now a supported first-class citizen on #Azure https://t.co/v9MAGJscKP
09/06/2016,19:34,nitetrane,@NickOchsnerWBTV @AzureAndChill oh my....
09/06/2016,19:23,AzureAndChill,@bebken indeed it is. but unity for UWP. it has been interesting so far
09/06/2016,18:19,AzureAndChill,@bebken im not its 3d
09/06/2016,19:22,bebken,@AzureAndChill isn't that unity?
09/06/2016,18:19,AzureAndChill,@ellenment edited versions
09/06/2016,15:15,AzureAndChill,"RT @NickOchsnerWBTV: #Breaking: Dept. of Justice, NC AG file antitrust lawsuit against Clt Hospital Authority. Developing details shortly h…"
09/06/2016,14:16,AzureAndChill,@ellenment is there some way to wholesale replace edited versions with normal in Groove? Somehow got stuck with a lot of neutered albums
09/06/2016,18:04,ellenment,@AzureAndChill Neutered?
09/06/2016,14:12,AzureAndChill,building an app for a customer on #HoloLens and saw this in the docs :( https://t.co/pdOuDVEudQ
09/06/2016,17:00,bebken,@AzureAndChill Why you even messing with 2d?
08/06/2016,23:22,AzureAndChill,"RT @vicfirth: From our YouTube Vic Lick library, here's @terrysexyli https://t.co/ZAWTCXYmKX"
07/06/2016,14:20,AzureAndChill,#hits https://t.co/eDXVpize4G
06/06/2016,23:16,PuttznAround,This is something @AzureAndChill could have fun mocking.  #AWS postgresql does indeed have network performance https://t.co/pZ19Le8Lc0
06/06/2016,02:06,AzureAndChill,LOL @nitetrane  https://t.co/ey2VEdGN3c
04/06/2016,23:46,AzureAndChill,"@White_Dolomite2 @SwiftOnSecurity don't worry, when he alludes to it we'll get an 8000 word think piece from 4 senior editors"
03/06/2016,18:43,AzureAndChill,@flyUltimateAir but nothing originating in Charlotte in AM and back in PM?
02/06/2016,23:18,AzureAndChill,RT @stepchowfun: i'm pretty active on github https://t.co/Ehm0u9uRcS
02/06/2016,22:04,AzureAndChill,@bebken think I'm coming in the 19th or 20th to visit DJJ. We should eat
02/06/2016,22:20,bebken,@AzureAndChill bummer. I'll be out for fam vaca
02/06/2016,19:08,C_Callaway,@AzureAndChill @DWTrump so umm.... | NC woman finds dead body in used freezer bought from neighbor | WSOC-TV https://t.co/A41sZ6nDbw
02/06/2016,15:00,AzureAndChill,"@DWTrump @C_Callaway hololunch, I like that. we'll try next week"
02/06/2016,13:44,AzureAndChill,Does @flyUltimateAir have a single-day roundtrip from CLT-CVG anymore?
02/06/2016,15:44,bebken,@AzureAndChill @flyUltimateAir I don't thin it ever did. The single-day only worked CVG-CLT. You going to come visit or what?
03/06/2016,15:57,flyUltimateAir,@AzureAndChill We have same day flights between LUK (Cincinnati) and CLT Tuesday-Friday! https://t.co/781mBWleHx
01/06/2016,14:25,AzureAndChill,#hits #nowplaying new @fredvgrafix https://t.co/DXwJoAZBLY @HospitalRecords
01/06/2016,04:28,AzureAndChill,@C_Callaway @DWTrump how bout thursday
02/06/2016,14:59,DWTrump,"@AzureAndChill @C_Callaway stuck on client site today, so no HoloLunch for me. #sadtrombone"
01/06/2016,02:20,DWTrump,@C_Callaway @AzureAndChill Whoa! Augmented Reality wings? Sign me up!
31/05/2016,23:21,AzureAndChill,oh yeah #HoloLens https://t.co/RkRpUXW3Mt
31/05/2016,23:39,C_Callaway,@AzureAndChill so when can @DWTrump and I stop by for a demo? We can bring wings!
29/05/2016,23:33,AzureAndChill,Paging @DWTrump @c_callaway https://t.co/8ueGmn0LIn
26/05/2016,20:02,C_Callaway,@dwtrump @AzureAndChill have you see then thread between the @Panthers and da @ChicagoBears ? https://t.co/XyqVQTu1mM
26/05/2016,14:36,AzureAndChill,"@pinkeerach sigh, I'm all amped (no pun intended) to put an order in for a model S."
26/05/2016,17:57,pinkeerach,@AzureAndChill you should get one. Just give some other state the sales tax.
25/05/2016,14:34,AzureAndChill,RT @matthew_d_green: Beautiful. Office hits an author-chosen URL every time you open a signed document. https://t.co/7y8agKFpDf https://t.c…
24/05/2016,12:56,AzureAndChill,RT @newsycbot: How one man saved a generation of premature babies https://t.co/opXF1LYHK0 (cmts https://t.co/r6JdhxGy4S)
24/05/2016,02:52,AzureAndChill,RT @danWorthington: One of the best things ever done in human history. https://t.co/pSceZ1dp8b
24/05/2016,01:09,pinkeerach,"@internetofshit @AzureAndChill I say we let it be. That way, we can tell who the dummies are."
24/05/2016,01:06,AzureAndChill,RT @internetofshit: we can still stop this https://t.co/Lr3FDKc5r3
24/05/2016,00:11,AzureAndChill,"@davidbenedic haha, yes - I've got to pack them up to make room for our new addition. I guess rototoms are so good they never need a case!"
